feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,label
-2.5955620124827687,1.6930576212957091,-0.2785012636687979,-2.837506441397379,1.146027575013415,-1.7755261211522624,-0.7225510421447927,0.8063012193072593,0.6659712003060221,1.0730003543117705,1
-0.30200216457802886,-2.6442025421340105,3.303382484570653,1.638359732270941,0.6188862980231536,1.7335866772857953,-1.3534297634205992,-0.44016577285545166,1.6128077166187702,-1.7262611568782147,1
-2.0631688506125383,0.8880075543485794,-2.5550059255277167,0.7219034854381414,-0.6654222981294605,1.6935217577158723,1.959605402727814,-0.9293280886946587,-3.121868584534052,1.9055519637725176,1
-2.848489070036354,2.037900955630992,0.7548781716982018,-0.25276325509618536,-1.183056184734389,-1.7924419305320705,2.2123757405637265,0.3053394446843032,-0.4933416651546929,-0.7119538784760104,1
1.1697412346775256,-0.4369759091138142,0.9482437607061591,1.4473056993918065,0.5062409893059261,-1.6469856579600815,1.737148442713187,-1.7471530227695604,0.07310005319797219,-2.7022886861693314,0
-0.8699104136217167,1.9236104191314047,0.24020111393105337,0.5179947763914519,1.0071572005966691,-0.9325059677480008,1.089036474545835,1.9661489048842724,-1.3761999141662224,1.2317311143974095,1
-0.2262848204268072,-1.5425678685086415,-0.3614391552916152,-0.645572072035395,0.4730382821602152,-1.8438542433736553,-1.93194359350843,-2.7052307370837116,-1.2446241668498934,1.0239840964777458,2
1.7808374281476569,2.1067919418938312,-2.1600445245650635,-0.39987823866837147,-0.2656045602861052,-0.2773517766132042,0.8140412099013461,2.234537185960135,-1.4483117747715006,2.0440391498285546,1
0.3903874174006574,0.0806876796727672,-1.0931956215284808,-0.6536791406374189,1.3508523306990055,-1.5588850420963132,1.1138718694413658,-1.8661774095025172,-2.3141838869340594,0.3075163201673405,2
1.4597686936759668,1.2517247984183006,-2.177608631814069,-2.914255989816941,-0.6792306531929551,0.7176481341278202,2.423869675737148,0.7812472724713193,-5.019501613520448,2.789521640243464,1
-0.3480048632750776,-1.2789517652174596,0.1888483389457024,-0.8744356483399182,1.3204140097838342,-0.561715461884295,1.2123116230361206,-3.0271202387915723,-1.852691333428524,-1.0047686513160108,2
2.1674748634932763,-2.321715939255459,1.5917091248383421,1.798725018351312,-0.8807540896027302,1.0865950246405889,-0.15630888335136972,-0.9802039279567311,-0.5448510377581866,-1.1218844075106646,1
-0.6696414808372061,0.8552319020171035,3.077746570633265,1.193112945851028,-0.18826133508630655,-1.6845557604538515,1.0907137674104488,1.528300374619941,0.6356294721529469,-1.5929976668673569,0
